Country,Provider,Type,plan name,data amount (IN MB),cost,currency,plan frequency,additional field info,Conversion Factor to Euro,Cost in Euro,data_amount_MB_numeric,Size_GB,Price_per_GB,plan_frequency_days,updated_dtm
Germany,Jetpac,Roaming,Global 10GB,10240,45,$,30 Days,Discount: GET $4 OFF,,,,,,30,2026-02-11
Germany,Jetpac,Roaming,Unlimited - 21 days,0,49.99,$,21 Days,"Data: 3GB/day + ∞ at 1Mbps, Discount: GET $4 OFF",,,,,,21,2026-02-11
Germany,Jetpac,Roaming,Global 10GB,10240,50,$,180 Days,Discount: GET $4 OFF,,,,,,180,2026-02-11
Germany,Jetpac,Roaming,Global 15GB,15360,55,$,30 Days,Discount: GET $4 OFF,,,,,,30,2026-02-11
Germany,Jetpac,Roaming,Unlimited - 30 days,0,65.99,$,30 Days,"Data: 3GB/day + ∞ at 1Mbps, Discount: GET $4 OFF",,,,,,30,2026-02-11
Germany,Jetpac,Roaming,Global 30GB,30720,69.99,$,30 Days,Discount: GET $4 OFF,,,,,,30,2026-02-11
Germany,Jetpac,Roaming,Global 40GB,40960,99.99,$,30 Days,Discount: GET $4 OFF,,,,,,30,2026-02-11
Germany,Jetpac,Roaming,Global 30GB (180 days),30720,99.99,$,180 Days,Discount: GET $4 OFF,,,,,,180,2026-02-11
Germany,Jetpac,Roaming,Global 20GB,20480,100,$,30 Days,Discount: GET $4 OFF,,,,,,30,2026-02-11
Germany,Jetpac,Roaming,Global 50GB,51200,249,$,365 Days,Discount: GET $4 OFF,,,,,,365,2026-02-11
Germany,Jett on,Domestic,GERMANY 1GB 1 DAY,1024,5,USD,1 Day,Cost per GB: $5.00/GB,,,,,,1,2026-02-11
Germany,Jett on,Domestic,GERMANY 3GB 3 DAYS,3072,9,USD,3 Days,Cost per GB: $3.00/GB,,,,,,3,2026-02-11
Germany,Jett on,Roaming,EUROPE 3GB 3 DAYS,3072,10,USD,3 Days,Cost per GB: $3.33/GB,,,,,,3,2026-02-11
Germany,Jett on,Domestic,GERMANY 5GB 5 DAYS,5120,12,USD,5 Days,Cost per GB: $2.40/GB,,,,,,5,2026-02-11
Germany,Jett on,Roaming,EUROPE 5GB 5 DAYS,5120,12,USD,5 Days,Cost per GB: $2.40/GB,,,,,,5,2026-02-11
Germany,Jett on,Domestic,GERMANY 10GB 10 DAYS,10240,19,USD,10 Days,Cost per GB: $1.90/GB,,,,,,10,2026-02-11
Germany,Jett on,Roaming,EUROPE 10GB 10 DAYS,10240,20,USD,10 Days,Cost per GB: $2.00/GB,,,,,,10,2026-02-11
Germany,Jett on,Roaming,EUROPE 20GB 20 DAYS,20480,32,USD,20 Days,Cost per GB: $1.60/GB,,,,,,20,2026-02-11
Germany,Jett on,Domestic,GERMANY 20GB 20 DAYS,20480,33,USD,20 Days,Cost per GB: $1.65/GB,,,,,,20,2026-02-11
Germany,Jett on,Roaming,EUROPE 30GB 30 DAYS,30720,42,USD,30 Days,Cost per GB: $1.40/GB,,,,,,30,2026-02-11
Germany,Jett on,Domestic,GERMANY 30GB 30 DAYS,30720,44,USD,30 Days,Cost per GB: $1.47/GB,,,,,,30,2026-02-11
Germany,Keep On Roaming,Domestic,Local SIM DE only,1024,4,USD,7 days,1 GB of Data Valid for 7 days,0.86,3.44,1024,1,3.44,7,2026-02-11
Germany,Keep On Roaming,Domestic,Local SIM DE only,2048,7,USD,15 days,2 GB of Data Valid for 15 days,0.86,6.02,2048,2,3.01,15,2026-02-11
Germany,Keep On Roaming,Domestic,Local SIM DE only,3072,9,USD,30 days,3 GB of Data Valid for 30 days,0.86,7.74,3072,3,2.58,30,2026-02-11
Germany,Keep On Roaming,Domestic,Local SIM DE only,5120,12,USD,30 days,5 GB of Data Valid for 30 days,0.86,10.32,5120,5,2.06,30,2026-02-11
Germany,Keep On Roaming,Domestic,Local SIM DE only,10240,16,USD,30 days,10 GB of Data Valid for 30 days,0.86,13.76,10240,10,1.38,30,2026-02-11
Germany,Keep On Roaming,Domestic,Local SIM DE only,20480,20,USD,30 days,20 GB of Data Valid for 30 days,oamlu,17.2,20480,20,0.86,30,2026-02-11
Germany,Keep On Roaming,Domestic,Local SIM DE only,51200,32,USD,30 days,50 GB of Data Valid for 30 days,0.86,27.52,51200,50,0.55,30,2026-02-11
Germany,Keep On Roaming,Domestic,Local SIM DE only,102400,63,USD,30 days,100 GB of Data Valid for 30 days,0.86,54.18,102400,100,0.54,30,2026-02-11
Germany,Keepgo,Domestic,Corvus Europe 100MB 7 Days,100,0,USD,7 Days,"Data-only plan, no phone number or SMS, 5G available",0.86,0,100,0.1,0,7,2026-02-11
Germany,Keepgo,Domestic,Corvus Europe 100MB,100,2,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,1.72,100,0.1,17.61,No expiry,2026-02-11
Germany,Keepgo,Domestic,Tucana 100MB,100,2,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,1.72,100,0.1,17.61,No expiry,2026-02-11
Germany,Keepgo,Domestic,Corvus Europe 1GB,1024,3,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,2.58,1024,1,2.58,No expiry,2026-02-11
Germany,Keepgo,Roaming,Orion: USA + EU 100MB,100,3,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,2.58,100,0.1,26.42,No expiry,2026-02-11
Germany,Keepgo,Domestic,Auriga 35 Most Visited 100MB,100,3,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,2.58,100,0.1,26.42,No expiry,2026-02-11
Germany,Keepgo,Domestic,Antares Europe 100MB,100,3,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,2.58,100,0.1,26.42,No expiry,2026-02-11
Germany,Keepgo,Roaming,Eridanus World 100MB,100,3,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,2.58,100,0.1,26.42,No expiry,2026-02-11
Germany,Keepgo,Domestic,Antares Europe 1GB,1024,6,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,5.16,1024,1,5.16,No expiry,2026-02-11
Germany,Keepgo,Domestic,Tucana 1GB,1024,8,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,6.88,1024,1,6.88,No expiry,2026-02-11
Germany,Keepgo,Domestic,Corvus Europe 5GB,5120,11,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,9.46,5120,5,1.89,No expiry,2026-02-11
Germany,Keepgo,Domestic,Auriga 35 Most Visited 1GB,1024,14,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,12.04,1024,1,12.04,No expiry,2026-02-11
Germany,Keepgo,Roaming,Eridanus World 1GB,1024,17,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,14.62,1024,1,14.62,No expiry,2026-02-11
Germany,Keepgo,Domestic,Antares Europe 5GB,5120,18,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,15.48,5120,5,3.1,No expiry,2026-02-11
Germany,Keepgo,Domestic,Corvus Europe 10GB,10240,20,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,17.2,10240,10,1.72,No expiry,2026-02-11
Germany,Keepgo,Roaming,Orion: USA + EU 1GB,1024,20,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,17.2,1024,1,17.2,No expiry,2026-02-11
Germany,Keepgo,Domestic,Tucana 3GB,3072,21,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,18.06,3072,3,6.02,No expiry,2026-02-11
Germany,Keepgo,Domestic,Antares Europe 10GB,10240,30,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,25.8,10240,10,2.58,No expiry,2026-02-11
Germany,Keepgo,Domestic,Tucana 5GB,5120,33,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,28.38,5120,5,5.68,No expiry,2026-02-11
Germany,Keepgo,Domestic,Auriga 35 Most Visited 5GB,5120,40,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,34.4,5120,5,6.88,No expiry,2026-02-11
Germany,Keepgo,Domestic,Corvus Europe 25GB,25600,49,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,42.14,25600,25,1.69,No expiry,2026-02-11
Germany,Keepgo,Roaming,Eridanus World 3GB,3072,49,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,42.14,3072,3,14.05,No expiry,2026-02-11
Germany,Keepgo,Domestic,Auriga 35 Most Visited 10GB,10240,60,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,51.6,10240,10,5.16,No expiry,2026-02-11
Germany,Keepgo,Domestic,Tucana 10GB,10240,60,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,51.6,10240,10,5.16,No expiry,2026-02-11
Germany,Keepgo,Roaming,Orion: USA + EU 5GB,5120,65,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,55.9,5120,5,11.18,No expiry,2026-02-11
Germany,Keepgo,Domestic,Antares Europe 25GB,25600,70,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,60.2,25600,25,2.41,No expiry,2026-02-11
Germany,Keepgo,Roaming,Eridanus World 5GB,5120,78,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,67.08,5120,5,13.42,No expiry,2026-02-11
Germany,Keepgo,Roaming,Orion: USA + EU 10GB,10240,95,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,81.7,10240,10,8.17,No expiry,2026-02-11
Germany,Keepgo,Domestic,Corvus Europe 50GB,51200,97,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,83.42,51200,50,1.67,No expiry,2026-02-11
Germany,Keepgo,Domestic,Antares Europe 50GB,51200,100,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,86,51200,50,1.72,No expiry,2026-02-11
Germany,Keepgo,Domestic,Tucana 25GB,25600,125,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,107.5,25600,25,4.3,No expiry,2026-02-11
Germany,Keepgo,Roaming,Eridanus World 10GB,10240,138,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,118.68,10240,10,11.87,No expiry,2026-02-11
Germany,Keepgo,Domestic,Auriga 35 Most Visited 25GB,25600,140,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,120.4,25600,25,4.82,No expiry,2026-02-11
Germany,Keepgo,Domestic,Tucana 50GB,51200,155,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,133.3,51200,50,2.67,No expiry,2026-02-11
Germany,Keepgo,Domestic,Corvus Europe 100GB,102400,165,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,141.9,102400,100,1.42,No expiry,2026-02-11
Germany,Keepgo,Roaming,Orion: USA + EU 25GB,25600,215,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,184.9,25600,25,7.4,No expiry,2026-02-11
Germany,Keepgo,Domestic,Auriga 35 Most Visited 50GB,51200,260,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,223.6,51200,50,4.47,No expiry,2026-02-11
Germany,Keepgo,Roaming,Eridanus World 25GB,25600,340,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,292.4,25600,25,11.7,No expiry,2026-02-11
Germany,Keepgo,Roaming,Orion: USA + EU 50GB,51200,400,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,344,51200,50,6.88,No expiry,2026-02-11
Germany,Keepgo,Roaming,Eridanus World 50GB,51200,400,USD,No expiry,"Data-only plan, no phone number or SMS, 5G available",0.86,344,51200,50,6.88,No expiry,2026-02-11
Germany,Kolet,Domestic,,1024,3.99,USD,30 days,All plans are valid for 30 days after you start using your data.,0.86,3.43,1024,1,3.43,30,2026-02-11
Germany,Kolet,Domestic,,3072,9.99,USD,30 days,All plans are valid for 30 days after you start using your data.,0.86,8.59,3072,3,2.86,30,2026-02-11
Germany,Kolet,Domestic,,5120,15.49,USD,30 days,All plans are valid for 30 days after you start using your data.,0.86,13.32,5120,5,2.66,30,2026-02-11
Germany,Kolet,Domestic,,10240,21.99,USD,30 days,All plans are valid for 30 days after you start using your data.,0.86,18.91,10240,10,1.89,30,2026-02-11
Germany,Kolet,Domestic,,20480,32.99,USD,30 days,All plans are valid for 30 days after you start using your data.,0.86,28.37,20480,20,1.42,30,2026-02-11
Germany,Lebara,Domestic,10GB Plan,10240,3.99,€,1 Monat,"Network: 5G, Activation Fee: 10€, Allnet- und SMS-Flat, 80 Minuten in 50 Länder, eSIM available",1,3.99,10240,10,0.4,1 Monat,2026-01-11
Germany,Lebara,Domestic,20GB Plan,20480,4.99,€,1 Monat,"Network: 5G, Activation Fee: 10€, Allnet- und SMS-Flat, 50 Minuten in 50 Länder, eSIM available",1,4.99,20480,20,0.25,1 Monat,2026-01-11
Germany,Lebara,Domestic,30GB Plan,30720,6.99,€,1 Monat,"Network: 5G, Activation Fee: 10€, Allnet- und SMS-Flat, 80 Minuten in 50 Länder, eSIM available",1,6.99,30720,30,0.23,1 Monat,2026-01-11
Germany,Lebara,Domestic,50GB Plan (Black Deal -10%),51200,8.99,€,1 Monat,"Network: 5G, Activation Fee: 10€, Allnet- und SMS-Flat, 100 Minuten in 50 Länder, eSIM available",1,8.99,51200,50,0.18,1 Monat,2026-01-11
Germany,Lebara,Domestic,75GB Plan (Black Deal -23%),76800,9.99,€,1 Monat,"Network: 5G, Activation Fee: 10€, Allnet- und SMS-Flat, 200 Minuten in 50 Länder, eSIM available",1,9.99,76800,75,0.13,1 Monat,2026-01-11
Germany,Lebara,Domestic,150GB Plan (Black Deal -10%),153600,17.99,€,1 Monat,"Network: 5G, Activation Fee: 10€, Allnet- und SMS-Flat, 500 Minuten in 50 Länder, eSIM available",1,17.99,153600,150,0.12,1 Monat,2026-01-11
Germany,Lebara,Domestic,200GB Plan,204800,24.99,€,1 Monat,"Network: 5G, Activation Fee: 10€, Allnet- und SMS-Flat, 700 Minuten in 50 Länder, eSIM available",1,24.99,204800,200,0.12,1 Monat,2026-01-11
Germany,Lidl,Domestic,DATA S⁶,750,2.99,€,4 weeks,Rate: 9Ct. per minute/SMS,1,2.99,750,0.73,4.08,30,2026-02-11
Germany,Lidl,Domestic,DATA M⁶,3072,6.99,€,4 weeks,Rate: 9Ct. per minute/SMS,1,6.99,3072,3,2.33,30,2026-02-11
Germany,Lidl,Domestic,DATA L⁶,5120,9.99,€,4 weeks,Rate: 9Ct. per minute/SMS,1,9.99,5120,5,2,30,2026-02-11
Germany,Lidl,Domestic,DATA XL⁶,10240,14.99,€,4 weeks,Rate: 9Ct. per minute/SMS,1,14.99,10240,10,1.5,30,2026-02-11
Germany,Lidl,Domestic,Speed-Bucket Data S⁷,250,0.99,€,14 days,,1,0.99,250,0.24,4.06,14,2026-02-11
Germany,Lidl,Domestic,Speed-Bucket Data M⁷,1024,2.99,€,14 days,,1,2.99,1024,1,2.99,14,2026-02-11
Germany,Lidl,Domestic,Speed-Bucket Data L⁷,2560,4.99,€,14 days,,1,4.99,2560,2.5,2,14,2026-02-11
Germany,Lidl,Domestic,Speed-Bucket Data XL⁷,6144,9.99,€,14 days,,1,9.99,6144,6,1.66,14,2026-02-11
Germany,Lidl,Domestic,DayFlat1⁸,1024,1.99,€,24 hours,,1,1.99,1024,1,1.99,1,2026-02-11
Germany,Lidl,Domestic,DayFlat10⁸,10240,3.99,€,24 hours,,1,3.99,10240,10,0.4,1,2026-02-11
Germany,Lidl,Domestic,DayFlat100⁸,102400,6.99,€,24 hours,,1,6.99,102400,100,0.07,1,2026-02-11
Germany,linkesim.com,Domestic,,1024,2.2,EUR,7 days,,1,2.2,1024,1,2.2,7,2026-02-11
Germany,linkesim.com,Domestic,,3072,2.5,EUR,15 days,,1,2.5,3072,3,0.83,15,2026-02-11
Germany,linkesim.com,Domestic,,5120,3.3,EUR,30 days,,1,3.3,5120,5,0.66,30,2026-02-11
Germany,linkesim.com,Domestic,,10240,5.4,EUR,30 days,,1,5.4,10240,10,0.54,30,2026-02-11
Germany,linkesim.com,Domestic,,20480,9.1,EUR,30 days,,1,9.1,20480,20,0.45,30,2026-02-11
Germany,linkesim.com,Domestic,,30720,20.3,EUR,30 days,,1,20.3,30720,30,0.68,30,2026-02-11
Germany,Lots otravel,Roaming,Germany 3GB - 10 Days,3072,5,$,10 Days,Cost per GB: $1.67,,,,,,10,2026-02-11
Germany,Lots otravel,Roaming,Germany 3GB - 15 Days,3072,5,$,15 Days,Cost per GB: $1.67,,,,,,15,2026-02-11
Germany,Lots otravel,Roaming,Germany 3GB - 30 Days,3072,5,$,30 Days,Cost per GB: $1.67,,,,,,30,2026-02-11
Germany,Lots otravel,Roaming,Germany 3GB - 5 Days,3072,5,$,5 Days,Cost per GB: $1.67,,,,,,5,2026-02-11
Germany,Lots otravel,Roaming,Germany 1GB - 10 Days,1024,5,$,10 Days,Cost per GB: $5.00,,,,,,10,2026-02-11
Germany,Lots otravel,Roaming,Germany 1GB - 15 Days,1024,5,$,15 Days,Cost per GB: $5.00,,,,,,15,2026-02-11
Germany,Lots otravel,Roaming,Germany 1GB - 30 Days,1024,5,$,30 Days,Cost per GB: $5.00,,,,,,30,2026-02-11
Germany,Lots otravel,Roaming,Germany 1GB - 5 Days,1024,5,$,5 Days,Cost per GB: $5.00,,,,,,5,2026-02-11
Germany,Lots otravel,Roaming,Germany 5GB - 10 Days,5120,6,$,10 Days,Cost per GB: $1.20,,,,,,10,2026-02-11
Germany,Lots otravel,Roaming,Germany 5GB - 15 Days,5120,6,$,15 Days,Cost per GB: $1.20,,,,,,15,2026-02-11
Germany,Lots otravel,Roaming,Germany 5GB - 5 Days,5120,6,$,5 Days,Cost per GB: $1.20,,,,,,5,2026-02-11
Germany,Lots otravel,Roaming,Germany 5GB - 30 Days,5120,7,$,30 Days,Cost per GB: $1.40,,,,,,30,2026-02-11
Germany,Lots otravel,Roaming,Germany 10GB - 5 Days,10240,9,$,5 Days,Cost per GB: $0.90,,,,,,5,2026-02-11
Germany,Lots otravel,Roaming,Germany 10GB - 10 Days,10240,10,$,10 Days,Cost per GB: $1.00,,,,,,10,2026-02-11
Germany,Lots otravel,Roaming,Germany 10GB - 15 Days,10240,10,$,15 Days,Cost per GB: $1.00,,,,,,15,2026-02-11
Germany,Lots otravel,Roaming,Germany 10GB - 30 Days,10240,10,$,30 Days,Cost per GB: $1.00,,,,,,30,2026-02-11
Germany,Lots otravel,Roaming,Germany 20GB - 5 Days,20480,13,$,5 Days,Cost per GB: $0.65,,,,,,5,2026-02-11
Germany,Lots otravel,Roaming,Germany 20GB - 10 Days,20480,14,$,10 Days,Cost per GB: $0.70,,,,,,10,2026-02-11
Germany,Lots otravel,Roaming,Germany 20GB - 15 Days,20480,14,$,15 Days,Cost per GB: $0.70,,,,,,15,2026-02-11
Germany,Lots otravel,Roaming,Germany 20GB - 30 Days,20480,14,$,30 Days,Cost per GB: $0.70,,,,,,30,2026-02-11
Germany,Lots otravel,Roaming,Germany Unlimited STANDARD - 5 Days,15360,14,$,5 Days,3GB/day + ∞ at 1Mbps. Cost per GB: $0.93,,,,,,5,2026-02-11
Germany,Lots otravel,Roaming,Germany Unlimited LITE - 5 Days,10240,14,$,5 Days,2GB/day + ∞ at 1Mbps. Cost per GB: $1.40,,,,,,5,2026-02-11
Germany,Lots otravel,Roaming,Germany Unlimited MAX - 5 Days,25600,16,$,5 Days,5GB/day + ∞ at 1Mbps. Cost per GB: $0.64,,,,,,5,2026-02-11
Germany,Lots otravel,Roaming,Germany Unlimited STANDARD - 10 Days,30720,19,$,10 Days,3GB/day + ∞ at 1Mbps. Cost per GB: $0.63,,,,,,10,2026-02-11
Germany,Lots otravel,Roaming,Germany Unlimited LITE - 10 Days,20480,19,$,10 Days,2GB/day + ∞ at 1Mbps. Cost per GB: $0.95,,,,,,10,2026-02-11
Germany,Lots otravel,Roaming,Germany Unlimited STANDARD - 15 Days,46080,25,$,15 Days,3GB/day + ∞ at 1Mbps. Cost per GB: $0.56,,,,,,15,2026-02-11
Germany,Lots otravel,Roaming,Germany Unlimited LITE - 15 Days,30720,28,$,15 Days,2GB/day + ∞ at 1Mbps. Cost per GB: $0.93,,,,,,15,2026-02-11
Germany,Lots otravel,Roaming,Germany Unlimited MAX - 10 Days,51200,29,$,10 Days,5GB/day + ∞ at 1Mbps. Cost per GB: $0.58,,,,,,10,2026-02-11
Germany,Lots otravel,Roaming,Germany Unlimited MAX - 15 Days,76800,46,$,15 Days,5GB/day + ∞ at 1Mbps. Cost per GB: $0.61,,,,,,15,2026-02-11
Germany,Lots otravel,Roaming,Germany Unlimited STANDARD - 30 Days,92160,47,$,30 Days,3GB/day + ∞ at 1Mbps. Cost per GB: $0.52,,,,,,30,2026-02-11
Germany,Lots otravel,Roaming,Germany Unlimited LITE - 30 Days,61440,47,$,30 Days,2GB/day + ∞ at 1Mbps. Cost per GB: $0.78,,,,,,30,2026-02-11
Germany,Lots otravel,Roaming,Germany Unlimited MAX - 30 Days,153600,69,$,30 Days,5GB/day + ∞ at 1Mbps. Cost per GB: $0.46,,,,,,30,2026-02-11
Germany,Lyca mobile,Roaming,Global Connect XXL,150,25,€,24-month,"Unlimited minutes and texts, Unlimited international minutes, 39GB EU data roaming",,,,,,24-month,2026-02-11
Germany,Lyca mobile,Roaming,Global Connect XL,125,18,€,24-month,"Unlimited minutes and texts, Unlimited international minutes, 26GB EU data roaming",,,,,,24-month,2026-02-11
Germany,Lyca mobile,Roaming,Global Connect L,50,13,€,24-month,"Unlimited minutes and texts, 440 international minutes, 20GB EU data roaming",,,,,,24-month,2026-02-11
Germany,Lyca mobile,Roaming,Global Connect M,25,9,€,24-month,"Unlimited minutes and texts, 280 international minutes, 13GB EU data roaming",,,,,,24-month,2026-02-11
Germany,Lyca mobile,Roaming,Global Connect S,10,6.5,€,24-month,"Unlimited minutes and texts, 120 international minutes, 10GB EU data roaming",,,,,,24-month,2026-02-11
Germany,Lyca mobile,Roaming,Global Connect XS,5,4,€,24-month,"Unlimited minutes and texts, 50 international minutes, 5GB EU data roaming",,,,,,24-month,2026-02-11
Germany,Lyca mobile,Roaming,Global Connect XXL,150000,25,€,24 months,"Unlimited minutes and texts, Unlimited international minutes, 39GB EU data roaming",,,,,,24 months,2026-02-11
Germany,Lyca mobile,Roaming,Global Connect XL,125000,18,€,24 months,"Unlimited minutes and texts, Unlimited international minutes, 26GB EU data roaming",,,,,,24 months,2026-02-11
Germany,Lyca mobile,Roaming,Global Connect L,50000,13,€,24 months,"Unlimited minutes and texts, 440 international minutes, 20GB EU data roaming",,,,,,24 months,2026-02-11
Germany,Lyca mobile,Roaming,Global Connect M,25000,9,€,24 months,"Unlimited minutes and texts, 280 international minutes, 13GB EU data roaming",,,,,,24 months,2026-02-11
Germany,Lyca mobile,Roaming,Global Connect S,10000,6.5,€,24 months,"Unlimited minutes and texts, 120 international minutes, 10GB EU data roaming",,,,,,24 months,2026-02-11
Germany,Lyca mobile,Roaming,Global Connect XS,5000,4,€,24 months,"Unlimited minutes and texts, 50 international minutes, 5GB EU data roaming",,,,,,24 months,2026-02-11
Germany,Manet travel,Domestic,Local Germany - 7 Days - 1 GB,1024,2.08,USD,7 Days,,,,,,,7,2026-02-11
Germany,Manet travel,Roaming,Regional Europe - 7 Days - 1 GB,1024,2.08,USD,7 Days,,,,,,,7,2026-02-11
Germany,Manet travel,Domestic,Local Germany - 15 Days - 2 GB,2048,3.01,USD,15 Days,,,,,,,15,2026-02-11
Germany,Manet travel,Roaming,Regional Europe - 15 Days - 2 GB,2048,3.24,USD,15 Days,,,,,,,15,2026-02-11
Germany,Manet travel,Roaming,Regional Europe+ - 7 Days - 1 GB,1024,3.36,USD,7 Days,,,,,,,7,2026-02-11
Germany,Manet travel,Domestic,Local Germany - 30 Days - 3 GB,3072,3.93,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Regional Europe + Balkans - 7 Days - 1 GB,1024,4.05,USD,7 Days,,,,,,,7,2026-02-11
Germany,Manet travel,Roaming,Regional Europe - 30 Days - 3 GB,3072,4.28,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Domestic,Local Germany - 30 Days - 5 GB,5120,5.09,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Regional Europe+ - 15 Days - 2 GB,2048,5.32,USD,15 Days,,,,,,,15,2026-02-11
Germany,Manet travel,Roaming,Regional Europe - 30 Days - 5 GB,5120,5.55,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Regional Europe+ - 30 Days - 3 GB,3072,7.29,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Regional Europe + Balkans - 15 Days - 2 GB,2048,7.29,USD,15 Days,,,,,,,15,2026-02-11
Germany,Manet travel,Domestic,Local Germany - 30 Days - 10 GB,10240,9.14,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Regional Europe - 30 Days - 10 GB,10240,9.95,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Regional Europe+ - 30 Days - 5 GB,5120,10.3,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Regional Europe + Balkans - 30 Days - 3 GB,3072,10.3,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Global - 7 Days - 1 GB,1024,13.07,USD,7 Days,,,,,,,7,2026-02-11
Germany,Manet travel,Roaming,Regional Europe + Balkans - 30 Days - 5 GB,5120,14.81,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Domestic,Local Germany - 30 Days - 20 GB,20480,16.78,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Regional Europe - 30 Days - 20 GB,20480,18.28,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Regional Europe+ - 30 Days - 10 GB,10240,18.86,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Global - 15 Days - 2 GB,2048,24.3,USD,15 Days,,,,,,,15,2026-02-11
Germany,Manet travel,Roaming,Regional Europe + Balkans - 30 Days - 10 GB,10240,28,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Regional Europe+ - 30 Days - 20 GB,20480,35.63,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Global - 30 Days - 3 GB,3072,38.29,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Regional Europe + Balkans - 30 Days - 20 GB,20480,53.45,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Global - 30 Days - 5 GB,5120,55.3,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Global - 30 Days - 10 GB,10240,105.98,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Regional Europe + Balkans - 30 Days - 50 GB,51200,127.96,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Global - 30 Days - 20 GB,20480,203.62,USD,30 Days,,,,,,,30,2026-02-11
Germany,Manet travel,Roaming,Global - 30 Days - 50 GB,51200,488.92,USD,30 Days,,,,,,,30,2026-02-11
Germany,Maya Mobile,Domestic,100 GB Plan,102400,57.99,USD,30 days,"Fast 5G Data, Wi-Fi Hotspot, Instant Activation, Optional Auto-Renew, No contracts or roaming fees",0.86,49.87,102400,100,0.5,30,2026-02-11
Germany,Maya Mobile,Domestic,50 GB Plan,51200,34.99,USD,30 days,"Fast 5G Data, Wi-Fi Hotspot, Instant Activation, Optional Auto-Renew, No contracts or roaming fees",0.86,30.09,51200,50,0.6,30,2026-02-11
